,county,date,new_cases,new_deaths
13008,Riverside,2020-07-22,862,28
13009,Riverside,2020-07-23,740,20
13010,Riverside,2020-07-24,680,0
13011,Riverside,2020-07-25,408,0
13012,Riverside,2020-07-26,715,0
13013,Riverside,2020-07-27,186,34
13014,Riverside,2020-07-28,636,1
13015,Riverside,2020-07-29,510,10
13016,Riverside,2020-07-30,340,6
13017,Riverside,2020-07-31,304,7
13018,Riverside,2020-08-01,604,0
13019,Riverside,2020-08-02,291,0
13020,Riverside,2020-08-03,135,42
13021,Riverside,2020-08-04,349,1
13022,Riverside,2020-08-05,463,14
13023,Riverside,2020-08-06,815,18
13024,Riverside,2020-08-07,633,29
13025,Riverside,2020-08-08,510,0
13026,Riverside,2020-08-09,482,0
13027,Riverside,2020-08-10,1402,21
13028,Riverside,2020-08-11,941,4
13029,Riverside,2020-08-12,510,29
13030,Riverside,2020-08-13,580,26
13031,Riverside,2020-08-14,1129,2
13032,Riverside,2020-08-15,264,0
13033,Riverside,2020-08-16,949,0
13034,Riverside,2020-08-17,393,31
13035,Riverside,2020-08-18,385,1
13036,Riverside,2020-08-19,294,4
13037,Riverside,2020-08-20,212,5
13038,Riverside,2020-08-21,456,5
13039,Riverside,2020-08-22,535,0
13040,Riverside,2020-08-23,349,0
13041,Riverside,2020-08-24,203,45
13042,Riverside,2020-08-25,393,6
13043,Riverside,2020-08-26,249,6
13044,Riverside,2020-08-27,168,13
13045,Riverside,2020-08-28,204,10
13046,Riverside,2020-08-29,408,0
13047,Riverside,2020-08-30,309,0
13048,Riverside,2020-08-31,281,12
13049,Riverside,2020-09-01,277,7
13050,Riverside,2020-09-02,138,7
13051,Riverside,2020-09-03,418,20
13052,Riverside,2020-09-04,265,14
13053,Riverside,2020-09-05,174,0
13054,Riverside,2020-09-06,190,0
13055,Riverside,2020-09-07,208,0
13056,Riverside,2020-09-08,-10,8
13057,Riverside,2020-09-09,152,10
13058,Riverside,2020-09-10,97,9
13059,Riverside,2020-09-11,300,9
13060,Riverside,2020-09-12,341,0
13061,Riverside,2020-09-13,177,0
13062,Riverside,2020-09-14,253,15
13063,Riverside,2020-09-15,81,7
13064,Riverside,2020-09-16,242,11
13065,Riverside,2020-09-17,196,7
13066,Riverside,2020-09-18,241,10
13067,Riverside,2020-09-19,314,0
13068,Riverside,2020-09-20,221,0
13069,Riverside,2020-09-21,218,9
13070,Riverside,2020-09-22,65,10
13071,Riverside,2020-09-23,191,1
13072,Riverside,2020-09-24,234,6
13073,Riverside,2020-09-25,292,10
13074,Riverside,2020-09-26,293,0
13075,Riverside,2020-09-27,433,0
13076,Riverside,2020-09-28,61,17
13077,Riverside,2020-09-29,293,10
13078,Riverside,2020-09-30,211,10
13079,Riverside,2020-10-01,219,0
13080,Riverside,2020-10-02,380,5
13081,Riverside,2020-10-03,318,0
13082,Riverside,2020-10-04,260,0
13083,Riverside,2020-10-05,203,7
13084,Riverside,2020-10-06,139,6
13085,Riverside,2020-10-07,264,3
13086,Riverside,2020-10-08,248,1
13087,Riverside,2020-10-09,424,8
13088,Riverside,2020-10-10,316,0
13089,Riverside,2020-10-11,267,0
13090,Riverside,2020-10-12,167,0
13091,Riverside,2020-10-13,0,2
13092,Riverside,2020-10-14,328,6
13093,Riverside,2020-10-15,212,5
13094,Riverside,2020-10-16,167,0
13095,Riverside,2020-10-17,185,0
13096,Riverside,2020-10-18,594,0
13097,Riverside,2020-10-19,251,3
13098,Riverside,2020-10-20,436,1
13099,Riverside,2020-10-21,326,2
13100,Riverside,2020-10-22,326,4
13101,Riverside,2020-10-23,408,0
13102,Riverside,2020-10-24,390,0
13103,Riverside,2020-10-25,290,0
13104,Riverside,2020-10-26,283,16
13105,Riverside,2020-10-27,224,8
13106,Riverside,2020-10-28,304,2
13107,Riverside,2020-10-29,265,1
13108,Riverside,2020-10-30,484,13
13109,Riverside,2020-10-31,426,0
13110,Riverside,2020-11-01,315,0
13111,Riverside,2020-11-02,340,3
13112,Riverside,2020-11-03,467,2
13113,Riverside,2020-11-04,262,5
13114,Riverside,2020-11-05,532,2
13115,Riverside,2020-11-06,315,2
13116,Riverside,2020-11-07,566,0
13117,Riverside,2020-11-08,467,0
13118,Riverside,2020-11-09,617,5
13119,Riverside,2020-11-10,257,14
13120,Riverside,2020-11-11,637,0
13121,Riverside,2020-11-12,428,3
13122,Riverside,2020-11-13,757,12
13123,Riverside,2020-11-14,772,0
13124,Riverside,2020-11-15,621,0
13125,Riverside,2020-11-16,918,7
13126,Riverside,2020-11-17,630,0
13127,Riverside,2020-11-18,660,9
13128,Riverside,2020-11-19,796,13
13129,Riverside,2020-11-20,1078,4
13130,Riverside,2020-11-21,1063,0
13131,Riverside,2020-11-22,889,0
13132,Riverside,2020-11-23,610,13
13133,Riverside,2020-11-24,1510,4
13134,Riverside,2020-11-25,1392,17
13135,Riverside,2020-11-26,697,0
13136,Riverside,2020-11-27,-5,3
13137,Riverside,2020-11-28,1085,0
13138,Riverside,2020-11-29,529,0
13139,Riverside,2020-11-30,339,5
13140,Riverside,2020-12-01,808,1
13141,Riverside,2020-12-02,1559,1
13142,Riverside,2020-12-03,2400,13
13143,Riverside,2020-12-04,2766,15
13144,Riverside,2020-12-05,3357,0
13145,Riverside,2020-12-06,1476,0
13146,Unassigned,2020-03-18,21,0
13147,Unassigned,2020-03-19,-8,0
13148,Unassigned,2020-03-20,3,0
13149,Unassigned,2020-03-21,38,0
13150,Unassigned,2020-03-22,5,1
13151,Unassigned,2020-03-23,0,-1
13152,Unassigned,2020-03-24,6,0
13153,Unassigned,2020-03-25,3,0
13154,Unassigned,2020-03-26,1,1
13155,Unassigned,2020-03-27,-26,0
13156,Unassigned,2020-03-28,4,0
13157,Unassigned,2020-03-29,3,0
13158,Unassigned,2020-03-30,0,0
13159,Unassigned,2020-03-31,0,0
13160,Unassigned,2020-04-01,0,0
13161,Unassigned,2020-04-02,-1,0
13162,Unassigned,2020-04-03,5,0
13163,Unassigned,2020-04-04,-2,0
13164,Unassigned,2020-04-05,0,0
13165,Unassigned,2020-04-06,1,1
13166,Unassigned,2020-04-07,0,0
13167,Unassigned,2020-04-08,2,0
13168,Unassigned,2020-04-09,-2,0
13169,Unassigned,2020-04-10,-51,-2
13170,Unassigned,2020-04-11,0,0
13171,Unassigned,2020-04-12,0,0
13172,Unassigned,2020-04-13,0,0
13173,Unassigned,2020-04-14,0,0
13174,Unassigned,2020-04-15,0,0
13175,Unassigned,2020-04-16,2,0
13176,Unassigned,2020-04-17,-2,0
13177,Unassigned,2020-04-18,1,0
13178,Unassigned,2020-04-19,-2,0
13179,Unassigned,2020-04-20,1,0
13180,Unassigned,2020-04-21,0,0
13181,Unassigned,2020-04-22,1,0
13182,Unassigned,2020-04-23,0,0
13183,Unassigned,2020-04-24,-1,0
13184,Unassigned,2020-04-25,1,0
13185,Unassigned,2020-04-26,0,0
13186,Unassigned,2020-04-27,0,0
13187,Unassigned,2020-04-28,-1,0
13188,Unassigned,2020-04-29,0,0
13189,Unassigned,2020-04-30,1,0
13190,Unassigned,2020-05-01,1,0
13191,Unassigned,2020-05-02,-2,0
13192,Unassigned,2020-05-03,1,0
13193,Unassigned,2020-05-04,0,0
13194,Unassigned,2020-05-05,-1,0
13195,Unassigned,2020-05-06,0,0
13196,Unassigned,2020-05-07,0,0
13197,Unassigned,2020-05-08,0,0
13198,Unassigned,2020-05-09,1,0
13199,Unassigned,2020-05-10,-1,0
13200,Unassigned,2020-05-11,1,0
13201,Unassigned,2020-05-12,1,0
13202,Unassigned,2020-05-13,-2,0
13203,Unassigned,2020-05-14,0,0
13204,Unassigned,2020-05-15,1,0
13205,Unassigned,2020-05-16,1,0
13206,Unassigned,2020-05-17,-1,0
13207,Unassigned,2020-05-18,0,0
13208,Unassigned,2020-05-19,3,0
13209,Unassigned,2020-05-20,-3,0
13210,Unassigned,2020-05-21,-1,0
13211,Unassigned,2020-05-22,1,0
13212,Unassigned,2020-05-23,-1,0
13213,Unassigned,2020-05-24,0,0
13214,Unassigned,2020-05-25,0,0
13215,Unassigned,2020-05-26,0,0
13216,Unassigned,2020-05-27,0,0
13217,Unassigned,2020-05-28,1,0
13218,Unassigned,2020-05-29,2,0
13219,Unassigned,2020-05-30,-2,0
13220,Unassigned,2020-05-31,-1,0
13221,Unassigned,2020-06-01,1,0
13222,Unassigned,2020-06-02,0,0
13223,Unassigned,2020-06-03,-1,0
13224,Unassigned,2020-06-04,1,0
13225,Unassigned,2020-06-05,0,0
13226,Unassigned,2020-06-06,-1,0
13227,Unassigned,2020-06-07,1,0
13228,Unassigned,2020-06-08,-1,0
13229,Unassigned,2020-06-09,2,0
13230,Unassigned,2020-06-10,-1,0
13231,Unassigned,2020-06-11,-1,0
13232,Unassigned,2020-06-12,1,0
13233,Unassigned,2020-06-13,2,0
13234,Unassigned,2020-06-14,-3,0
13235,Unassigned,2020-06-15,2,0
13236,Unassigned,2020-06-16,-2,0
13237,Unassigned,2020-06-17,3,0
13238,Unassigned,2020-06-18,-2,0
13239,Unassigned,2020-06-19,0,0
13240,Unassigned,2020-06-20,0,0
13241,Unassigned,2020-06-21,0,0
13242,Unassigned,2020-06-22,1,0
13243,Unassigned,2020-06-23,-1,0
13244,Unassigned,2020-06-24,-1,0
13245,Unassigned,2020-06-25,0,0
13246,Unassigned,2020-06-26,1,0
13247,Unassigned,2020-06-27,0,0
13248,Unassigned,2020-06-28,2,0
13249,Unassigned,2020-06-29,-1,0
13250,Unassigned,2020-06-30,1,0
13251,Unassigned,2020-07-01,1,0
13252,Unassigned,2020-07-02,1,0
13253,Unassigned,2020-07-03,-1,0
13254,Unassigned,2020-07-04,-1,0
13255,Unassigned,2020-07-05,2,0
13256,Unassigned,2020-07-06,1,0
13257,Unassigned,2020-07-07,-2,0
13258,Unassigned,2020-07-08,-1,0
13259,Unassigned,2020-07-09,-1,0
13260,Unassigned,2020-07-10,1,0
13261,Unassigned,2020-07-11,-2,0
13262,Unassigned,2020-07-12,2,0
13263,Unassigned,2020-07-13,3,0
13264,Unassigned,2020-07-14,-4,0
13265,Unassigned,2020-07-15,6,0
13266,Unassigned,2020-07-16,-6,0
13267,Unassigned,2020-07-17,11,0
13268,Unassigned,2020-07-18,-7,0
13269,Unassigned,2020-07-19,2,0
13270,Unassigned,2020-07-20,3,0
13271,Unassigned,2020-07-21,-10,0
13272,Unassigned,2020-07-22,1,0
13273,Unassigned,2020-07-23,0,0
13274,Unassigned,2020-07-24,1,0
13275,Unassigned,2020-07-25,-2,0
13276,Unassigned,2020-07-26,3,0
13277,Unassigned,2020-07-27,-1,0
13278,Unassigned,2020-07-28,-1,0
13279,Unassigned,2020-07-29,-2,0
13280,Unassigned,2020-07-30,2,0
13281,Unassigned,2020-07-31,-1,0
13282,Unassigned,2020-08-01,-1,0
13283,Unassigned,2020-08-02,1,0
13284,Unassigned,2020-08-03,0,0
13285,Unassigned,2020-08-04,3,0
13286,Unassigned,2020-08-05,-3,0
13287,Unassigned,2020-08-06,-1,0
13288,Unassigned,2020-08-07,0,0
13289,Unassigned,2020-08-08,4,0
13290,Unassigned,2020-08-09,-1,0
13291,Unassigned,2020-08-10,-1,0
13292,Unassigned,2020-08-11,2,0
13293,Unassigned,2020-08-12,1,0
13294,Unassigned,2020-08-13,-5,0
13295,Unassigned,2020-08-14,2,0
13296,Unassigned,2020-08-15,-2,0
13297,Unassigned,2020-08-16,0,0
13298,Unassigned,2020-08-17,0,0
13299,Unassigned,2020-08-18,2,0
13300,Unassigned,2020-08-19,-2,0
13301,Unassigned,2020-08-20,2,0
13302,Unassigned,2020-08-21,-2,0
13303,Unassigned,2020-08-22,0,0
13304,Unassigned,2020-08-23,1,0
13305,Unassigned,2020-08-24,1,0
13306,Unassigned,2020-08-25,-3,0
13307,Unassigned,2020-08-26,0,0
13308,Unassigned,2020-08-27,1,0
13309,Unassigned,2020-08-28,0,0
13310,Unassigned,2020-08-29,-1,0
13311,Unassigned,2020-08-30,0,0
13312,Unassigned,2020-08-31,1,0
13313,Unassigned,2020-09-01,-1,0
13314,Unassigned,2020-09-02,0,0
13315,Unassigned,2020-09-03,0,0
13316,Unassigned,2020-09-04,0,0
13317,Unassigned,2020-09-05,0,0
13318,Unassigned,2020-09-06,0,0
13319,Unassigned,2020-09-07,1,0
13320,Unassigned,2020-09-08,0,0
13321,Unassigned,2020-09-09,-1,0
13322,Unassigned,2020-09-10,6,0
13323,Unassigned,2020-09-11,-5,0
13324,Unassigned,2020-09-12,-1,0
13325,Unassigned,2020-09-13,7,0
13326,Unassigned,2020-09-14,-1,0
13327,Unassigned,2020-09-15,-6,0
13328,Unassigned,2020-09-16,0,0
13329,Unassigned,2020-09-17,1,0
13330,Unassigned,2020-09-18,-1,0
13331,Unassigned,2020-09-19,4,0
13332,Unassigned,2020-09-20,3,0
13333,Unassigned,2020-09-21,1,0
13334,Unassigned,2020-09-22,1,0
13335,Unassigned,2020-09-23,5,0
13336,Unassigned,2020-09-24,-2,0
13337,Unassigned,2020-09-25,-2,0
13338,Unassigned,2020-09-26,-1,0
13339,Unassigned,2020-09-27,0,0
13340,Unassigned,2020-09-28,0,0
13341,Unassigned,2020-09-29,1,0
13342,Unassigned,2020-09-30,-4,0
13343,Unassigned,2020-10-01,-4,0
13344,Unassigned,2020-10-02,2,0
13345,Unassigned,2020-10-03,-2,0
13346,Unassigned,2020-10-04,0,0
13347,Unassigned,2020-10-05,0,0
13348,Unassigned,2020-10-06,20,0
13349,Unassigned,2020-10-07,-20,0
13350,Unassigned,2020-10-08,2,0
13351,Unassigned,2020-10-09,0,0
13352,Unassigned,2020-10-10,4,0
13353,Unassigned,2020-10-11,0,0
13354,Unassigned,2020-10-12,0,0
13355,Unassigned,2020-10-13,-7,0
13356,Unassigned,2020-10-14,-1,0
13357,Unassigned,2020-10-15,1,0
13358,Unassigned,2020-10-16,1,0
13359,Unassigned,2020-10-17,2,0
13360,Unassigned,2020-10-18,0,0
13361,Unassigned,2020-10-19,0,0
13362,Unassigned,2020-10-20,2,0
13363,Unassigned,2020-10-21,-2,0
13364,Unassigned,2020-10-22,-4,0
13365,Unassigned,2020-10-23,0,0
13366,Unassigned,2020-10-24,2,0
13367,Unassigned,2020-10-25,-1,0
13368,Unassigned,2020-10-26,1,0
13369,Unassigned,2020-10-27,-1,0
13370,Unassigned,2020-10-28,0,0
13371,Unassigned,2020-10-29,0,0
13372,Unassigned,2020-10-30,0,0
13373,Unassigned,2020-10-31,2,0
13374,Unassigned,2020-11-01,0,0
13375,Unassigned,2020-11-02,-1,0
13376,Unassigned,2020-11-03,2,0
13377,Unassigned,2020-11-04,3,0
13378,Unassigned,2020-11-05,-5,0
13379,Unassigned,2020-11-06,2,0
13380,Unassigned,2020-11-07,1,0
13381,Unassigned,2020-11-08,-2,0
13382,Unassigned,2020-11-09,0,0
13383,Unassigned,2020-11-10,-1,0
13384,Unassigned,2020-11-11,3,0
13385,Unassigned,2020-11-12,-1,0
13386,Unassigned,2020-11-13,1,0
13387,Unassigned,2020-11-14,-1,0
13388,Unassigned,2020-11-15,2,0
13389,Unassigned,2020-11-16,1,0
13390,Unassigned,2020-11-17,0,0
13391,Unassigned,2020-11-18,-2,0
13392,Unassigned,2020-11-19,0,0
13393,Unassigned,2020-11-20,0,0
13394,Unassigned,2020-11-21,0,0
13395,Unassigned,2020-11-22,1,0
13396,Unassigned,2020-11-23,0,0
13397,Unassigned,2020-11-24,1,0
13398,Unassigned,2020-11-25,-1,0
13399,Unassigned,2020-11-26,0,0
13400,Unassigned,2020-11-27,1,0
13401,Unassigned,2020-11-28,0,0
13402,Unassigned,2020-11-29,1,0
13403,Unassigned,2020-11-30,0,0
13404,Unassigned,2020-12-01,0,0
13405,Unassigned,2020-12-02,2,0
13406,Unassigned,2020-12-03,-1,0
13407,Unassigned,2020-12-04,-2,0
13408,Unassigned,2020-12-05,1,0
13409,Unassigned,2020-12-06,-1,0
13410,Contra Costa,2020-03-18,44,0
13411,Contra Costa,2020-03-19,2,0
13412,Contra Costa,2020-03-20,6,1
13413,Contra Costa,2020-03-21,10,0
13414,Contra Costa,2020-03-22,17,0
13415,Contra Costa,2020-03-23,12,1
13416,Contra Costa,2020-03-24,17,-1
13417,Contra Costa,2020-03-25,23,0
13418,Contra Costa,2020-03-26,16,1
13419,Contra Costa,2020-03-27,14,0
13420,Contra Costa,2020-03-28,14,0
13421,Contra Costa,2020-03-29,12,1
13422,Contra Costa,2020-03-30,25,0
13423,Contra Costa,2020-03-31,34,0
13424,Contra Costa,2020-04-01,21,0
13425,Contra Costa,2020-04-02,30,0
13426,Contra Costa,2020-04-03,30,2
13427,Contra Costa,2020-04-04,55,0
13428,Contra Costa,2020-04-05,33,1
13429,Contra Costa,2020-04-06,32,1
13430,Contra Costa,2020-04-07,24,0
13431,Contra Costa,2020-04-08,10,0
13432,Contra Costa,2020-04-09,24,0
13433,Contra Costa,2020-04-10,32,2
13434,Contra Costa,2020-04-11,13,3
13435,Contra Costa,2020-04-12,3,0
13436,Contra Costa,2020-04-13,28,1
13437,Contra Costa,2020-04-14,36,0
13438,Contra Costa,2020-04-15,28,1
13439,Contra Costa,2020-04-16,30,2
13440,Contra Costa,2020-04-17,12,3
13441,Contra Costa,2020-04-18,34,0
13442,Contra Costa,2020-04-19,10,1
13443,Contra Costa,2020-04-20,22,2
13444,Contra Costa,2020-04-21,13,0
13445,Contra Costa,2020-04-22,6,0
13446,Contra Costa,2020-04-23,14,1
13447,Contra Costa,2020-04-24,20,0
13448,Contra Costa,2020-04-25,15,2
13449,Contra Costa,2020-04-26,9,0
13450,Contra Costa,2020-04-27,13,0
13451,Contra Costa,2020-04-28,23,0
13452,Contra Costa,2020-04-29,19,0
13453,Contra Costa,2020-04-30,15,2
13454,Contra Costa,2020-05-01,15,1
13455,Contra Costa,2020-05-02,14,0
13456,Contra Costa,2020-05-03,16,0
13457,Contra Costa,2020-05-04,4,0
13458,Contra Costa,2020-05-05,27,1
13459,Contra Costa,2020-05-06,14,0
13460,Contra Costa,2020-05-07,15,0
13461,Contra Costa,2020-05-08,19,0
13462,Contra Costa,2020-05-09,15,3
13463,Contra Costa,2020-05-10,7,-1
13464,Contra Costa,2020-05-11,6,1
13465,Contra Costa,2020-05-12,15,0
13466,Contra Costa,2020-05-13,15,1
13467,Contra Costa,2020-05-14,8,0
13468,Contra Costa,2020-05-15,16,0
13469,Contra Costa,2020-05-16,30,0
13470,Contra Costa,2020-05-17,19,0
13471,Contra Costa,2020-05-18,18,0
13472,Contra Costa,2020-05-19,32,0
13473,Contra Costa,2020-05-20,18,0
13474,Contra Costa,2020-05-21,20,3
13475,Contra Costa,2020-05-22,29,0
13476,Contra Costa,2020-05-23,30,0
13477,Contra Costa,2020-05-24,23,0
13478,Contra Costa,2020-05-25,23,1
13479,Contra Costa,2020-05-26,4,0
13480,Contra Costa,2020-05-27,21,0
13481,Contra Costa,2020-05-28,19,0
13482,Contra Costa,2020-05-29,19,0
13483,Contra Costa,2020-05-30,18,0
13484,Contra Costa,2020-05-31,29,0
13485,Contra Costa,2020-06-01,28,1
13486,Contra Costa,2020-06-02,19,0
13487,Contra Costa,2020-06-03,6,0
13488,Contra Costa,2020-06-04,40,0
13489,Contra Costa,2020-06-05,24,0
13490,Contra Costa,2020-06-06,44,0
13491,Contra Costa,2020-06-07,34,1
13492,Contra Costa,2020-06-08,61,1
13493,Contra Costa,2020-06-09,30,3
13494,Contra Costa,2020-06-10,34,0
13495,Contra Costa,2020-06-11,19,1
13496,Contra Costa,2020-06-12,30,0
13497,Contra Costa,2020-06-13,41,0
13498,Contra Costa,2020-06-14,25,0
13499,Contra Costa,2020-06-15,25,0
13500,Contra Costa,2020-06-16,53,5
13501,Contra Costa,2020-06-17,49,1
13502,Contra Costa,2020-06-18,52,5
13503,Contra Costa,2020-06-19,34,1
13504,Contra Costa,2020-06-20,125,0
13505,Contra Costa,2020-06-21,51,6
13506,Contra Costa,2020-06-22,81,0
13507,Contra Costa,2020-06-23,90,0
13508,Contra Costa,2020-06-24,67,5
13509,Contra Costa,2020-06-25,80,5
13510,Contra Costa,2020-06-26,90,1
13511,Contra Costa,2020-06-27,53,0
13512,Contra Costa,2020-06-28,125,1
13513,Contra Costa,2020-06-29,247,2
13514,Contra Costa,2020-06-30,102,0
13515,Contra Costa,2020-07-01,41,1
13516,Contra Costa,2020-07-02,89,1
13517,Contra Costa,2020-07-03,100,1
13518,Contra Costa,2020-07-04,136,2
13519,Contra Costa,2020-07-05,82,0
13520,Contra Costa,2020-07-06,236,4
13521,Contra Costa,2020-07-07,230,1
13522,Contra Costa,2020-07-08,137,0
13523,Contra Costa,2020-07-09,120,2
13524,Contra Costa,2020-07-10,94,0
13525,Contra Costa,2020-07-11,168,1
13526,Contra Costa,2020-07-12,58,1
13527,Contra Costa,2020-07-13,174,0
13528,Contra Costa,2020-07-14,228,2
13529,Contra Costa,2020-07-15,136,0
13530,Contra Costa,2020-07-16,92,1
13531,Contra Costa,2020-07-17,145,3
13532,Contra Costa,2020-07-18,134,2
13533,Contra Costa,2020-07-19,74,0
13534,Contra Costa,2020-07-20,132,1
13535,Contra Costa,2020-07-21,387,3
13536,Contra Costa,2020-07-22,191,0
13537,Contra Costa,2020-07-23,218,0
13538,Contra Costa,2020-07-24,195,1
13539,Contra Costa,2020-07-25,106,1
13540,Contra Costa,2020-07-26,175,0
13541,Contra Costa,2020-07-27,161,0
13542,Contra Costa,2020-07-28,170,4
13543,Contra Costa,2020-07-29,94,1
13544,Contra Costa,2020-07-30,95,7
13545,Contra Costa,2020-07-31,82,3
13546,Contra Costa,2020-08-01,170,2
13547,Contra Costa,2020-08-02,128,4
13548,Contra Costa,2020-08-03,74,2
13549,Contra Costa,2020-08-04,141,4
13550,Contra Costa,2020-08-05,152,0
13551,Contra Costa,2020-08-06,221,3
13552,Contra Costa,2020-08-07,227,2
13553,Contra Costa,2020-08-08,294,2
13554,Contra Costa,2020-08-09,110,1
13555,Contra Costa,2020-08-10,240,0
13556,Contra Costa,2020-08-11,558,7
13557,Contra Costa,2020-08-12,292,3
13558,Contra Costa,2020-08-13,241,2
13559,Contra Costa,2020-08-14,348,1
13560,Contra Costa,2020-08-15,213,4
13561,Contra Costa,2020-08-16,149,1
13562,Contra Costa,2020-08-17,187,0
13563,Contra Costa,2020-08-18,247,0
13564,Contra Costa,2020-08-19,206,1
13565,Contra Costa,2020-08-20,213,3
13566,Contra Costa,2020-08-21,225,3
13567,Contra Costa,2020-08-22,189,4
13568,Contra Costa,2020-08-23,120,1
13569,Contra Costa,2020-08-24,264,0
13570,Contra Costa,2020-08-25,275,2
13571,Contra Costa,2020-08-26,67,1
13572,Contra Costa,2020-08-27,131,1
13573,Contra Costa,2020-08-28,143,0
13574,Contra Costa,2020-08-29,141,0
13575,Contra Costa,2020-08-30,117,2
13576,Contra Costa,2020-08-31,122,0
13577,Contra Costa,2020-09-01,96,4
13578,Contra Costa,2020-09-02,99,4
13579,Contra Costa,2020-09-03,109,0
13580,Contra Costa,2020-09-04,149,3
13581,Contra Costa,2020-09-05,101,0
13582,Contra Costa,2020-09-06,109,0
13583,Contra Costa,2020-09-07,72,1
13584,Contra Costa,2020-09-08,103,0
13585,Contra Costa,2020-09-09,76,0
13586,Contra Costa,2020-09-10,93,1
13587,Contra Costa,2020-09-11,92,1
13588,Contra Costa,2020-09-12,134,2
13589,Contra Costa,2020-09-13,149,1
13590,Contra Costa,2020-09-14,70,0
13591,Contra Costa,2020-09-15,69,2
13592,Contra Costa,2020-09-16,50,3
13593,Contra Costa,2020-09-17,103,1
13594,Contra Costa,2020-09-18,91,1
13595,Contra Costa,2020-09-19,116,0
13596,Contra Costa,2020-09-20,134,2
13597,Contra Costa,2020-09-21,91,0
13598,Contra Costa,2020-09-22,82,1
13599,Contra Costa,2020-09-23,77,2
13600,Contra Costa,2020-09-24,85,0
13601,Contra Costa,2020-09-25,149,1
13602,Contra Costa,2020-09-26,107,0
13603,Contra Costa,2020-09-27,88,1
13604,Contra Costa,2020-09-28,57,0
13605,Contra Costa,2020-09-29,63,1
13606,Contra Costa,2020-09-30,103,2
13607,Contra Costa,2020-10-01,79,0
13608,Contra Costa,2020-10-02,104,2
13609,Contra Costa,2020-10-03,85,0
13610,Contra Costa,2020-10-04,105,1
13611,Contra Costa,2020-10-05,58,1
13612,Contra Costa,2020-10-06,45,5
13613,Contra Costa,2020-10-07,51,6
13614,Contra Costa,2020-10-08,72,3
13615,Contra Costa,2020-10-09,69,1
13616,Contra Costa,2020-10-10,79,2
13617,Contra Costa,2020-10-11,112,0
13618,Contra Costa,2020-10-12,50,0
13619,Contra Costa,2020-10-13,55,1
13620,Contra Costa,2020-10-14,37,2
13621,Contra Costa,2020-10-15,73,1
13622,Contra Costa,2020-10-16,63,0
13623,Contra Costa,2020-10-17,49,0
13624,Contra Costa,2020-10-18,115,0
13625,Contra Costa,2020-10-19,53,2
13626,Contra Costa,2020-10-20,73,2
13627,Contra Costa,2020-10-21,53,2
13628,Contra Costa,2020-10-22,94,0
13629,Contra Costa,2020-10-23,90,1
13630,Contra Costa,2020-10-24,84,0
13631,Contra Costa,2020-10-25,73,1
13632,Contra Costa,2020-10-26,78,0
13633,Contra Costa,2020-10-27,48,1
13634,Contra Costa,2020-10-28,62,0
13635,Contra Costa,2020-10-29,105,3
13636,Contra Costa,2020-10-30,141,0
13637,Contra Costa,2020-10-31,87,0
13638,Contra Costa,2020-11-01,85,1
13639,Contra Costa,2020-11-02,93,0
13640,Contra Costa,2020-11-03,77,0
13641,Contra Costa,2020-11-04,56,1
13642,Contra Costa,2020-11-05,184,2
13643,Contra Costa,2020-11-06,88,0
13644,Contra Costa,2020-11-07,155,1
13645,Contra Costa,2020-11-08,132,2
13646,Contra Costa,2020-11-09,162,0
13647,Contra Costa,2020-11-10,133,0
13648,Contra Costa,2020-11-11,126,0
13649,Contra Costa,2020-11-12,167,-1
13650,Contra Costa,2020-11-13,180,1
13651,Contra Costa,2020-11-14,176,0
13652,Contra Costa,2020-11-15,204,0
13653,Contra Costa,2020-11-16,207,0
13654,Contra Costa,2020-11-17,171,0
13655,Contra Costa,2020-11-18,128,2
13656,Contra Costa,2020-11-19,201,1
13657,Contra Costa,2020-11-20,230,1
13658,Contra Costa,2020-11-21,222,1
13659,Contra Costa,2020-11-22,69,0
13660,Contra Costa,2020-11-23,267,0
13661,Contra Costa,2020-11-24,398,0
13662,Contra Costa,2020-11-25,235,2
13663,Contra Costa,2020-11-26,161,1
13664,Contra Costa,2020-11-27,-5,0
13665,Contra Costa,2020-11-28,335,0
13666,Contra Costa,2020-11-29,367,0
13667,Contra Costa,2020-11-30,200,0
13668,Contra Costa,2020-12-01,423,0
13669,Contra Costa,2020-12-02,359,0
13670,Contra Costa,2020-12-03,317,1
13671,Contra Costa,2020-12-04,241,0
13672,Contra Costa,2020-12-05,512,5
13673,Contra Costa,2020-12-06,349,0
13674,Del Norte,2020-03-18,0,0
13675,Del Norte,2020-03-19,0,0
13676,Del Norte,2020-03-20,0,0
13677,Del Norte,2020-03-21,0,0
13678,Del Norte,2020-03-22,0,0
13679,Del Norte,2020-03-23,0,0
13680,Del Norte,2020-03-24,0,0
13681,Del Norte,2020-03-25,0,0
13682,Del Norte,2020-03-26,0,0
13683,Del Norte,2020-03-27,0,0
13684,Del Norte,2020-03-28,0,0
13685,Del Norte,2020-03-29,0,0
13686,Del Norte,2020-03-30,0,0
13687,Del Norte,2020-03-31,0,0
13688,Del Norte,2020-04-01,0,0
13689,Del Norte,2020-04-02,0,0
13690,Del Norte,2020-04-03,1,0
13691,Del Norte,2020-04-04,0,0
13692,Del Norte,2020-04-05,0,0
13693,Del Norte,2020-04-06,1,0
13694,Del Norte,2020-04-07,0,0
